Situação Pós-Pleito;Nome Completo;Nome Urna;Cargo;Número;Partido;Situação;Coligação
Concorrendo;MARCELO DE CARVALHO MARQUES;MARCELO MARQUES;Deputado Distrital;90907;PROS;Aguardando julgamento;PROS
Concorrendo;MARCELO OTTONI NEPOMUCENO;MARCELO OTTONI;Deputado Distrital;43210;PV;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;MARCELO PIRES MACHADO;MARCELO VIGILANTE;Deputado Distrital;50222;PSOL;Aguardando julgamento;ELAS POR NÓS: SEM MEDO DE MUDAR O DF
Concorrendo;MARCELO FREITAS FEITOSA;MARCELO X;Deputado Distrital;25013;DEM;Aguardando julgamento;TODOS PELO DF
Concorrendo;MÁRCIA DE ALENCAR ARAÚJO;MÁRCIA DE ALENCAR;Deputado Distrital;40180;PSB;Aguardando julgamento;PSB
Concorrendo;MARCIA DE SOUSA GAMA;MARCIA GAMA;Deputado Distrital;22051;PR;Aguardando julgamento;PR
Concorrendo;MÁRCIA HELENA CORRÊA RIBEIRO;MÁRCIA RIBEIRO;Deputado Distrital;30303;NOVO;Aguardando julgamento;NOVO
Concorrendo;MARCIA DE ALMEIDA FERRAZ;MARCINHA TAXISTA;Deputado Distrital;31347;PHS;Aguardando julgamento;PHS
Concorrendo;MARCIO ROMEU DA SILVA CARDOSO;MÁRCIO CARDOSO;Deputado Distrital;51251;PATRI;Aguardando julgamento;RENOVA DF
Concorrendo;FRANKLIN MARCIO DE ARAÚJO;MARCIO DOS FEIRANTES;Deputado Distrital;15111;MDB;Aguardando julgamento;MDB
Concorrendo;MARCO AURÉLIO ANGELO ROSA;MARCO ROSA;Deputado Distrital;77567;SOLIDARIEDADE;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;MARCOS MAURICIO RODRIGUES PEREIRA;MARCOS MAURÍCIO;Deputado Distrital;70707;AVANTE;Deferido;AVANTE
Concorrendo;MARCOS MORENO DE OLIVEIRA;MARCOS MORENO;Deputado Distrital;90127;PROS;Aguardando julgamento;PROS
Concorrendo;MARCOS ANTONIO ALVES NOGUEIRA;MARCOS NOGUEIRA;Deputado Distrital;20789;PSC;Aguardando julgamento;PSC
Concorrendo;MARCUS VINICIUS BARCELLOS DE ABREU;MARCUS ABREU;Deputado Distrital;18911;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;MARIA ADELIA SOARES CORREIA DOS SANTOS;MARIA ADELIA;Deputado Distrital;20177;PSC;Aguardando julgamento;PSC
Concorrendo;MARIA DO SOCORRO ABREU CASSIANO;MARIA CASSIANO;Deputado Distrital;11042;PP;Aguardando julgamento;PP
Concorrendo;MARIA DO CARMO PAULINO MESQUITA RAMOS;MARIA DO CARMO PAULINO;Deputado Distrital;35333;PMB;Aguardando julgamento;RENOVA DF
Concorrendo;MARIA DUCLERIO BRAZILINO DA SILVA;MARIA DUCLERIO;Deputado Distrital;22130;PR;Aguardando julgamento;PR
Concorrendo;MARIA JOSÉ FEITOSA DE ANDRADE;MARIA JOSÉ DO TORORÓ;Deputado Distrital;40140;PSB;Aguardando julgamento;PSB
Concorrendo;MARIANA DUARTE DA SILVA;MARIANA DUARTE;Deputado Distrital;23623;PPS;Aguardando julgamento;PPS
Concorrendo;MARIANA ROSA MOREIRA DOS SANTOS;MARIANA ROSA;Deputado Distrital;13999;PT;Aguardando julgamento;PT
Concorrendo;MARIA SONEIDE DOS SANTOS FERREIRA;MARIA SONEIDE;Deputado Distrital;77167;SOLIDARIEDADE;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;MARINALDA DOS SANTOS BARROS;MARINALDA SANTOS;Deputado Distrital;14500;PTB;Aguardando julgamento;PTB
Concorrendo;MARIO BLANCO NUNES NETO;MARIO BLANCO;Deputado Distrital;54111;PPL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;MARIZETE PEREIRA DE OLIVEIRA;MARIZETE DA SAUDE;Deputado Distrital;90014;PROS;Aguardando julgamento;PROS
Concorrendo;MARIZIA OLIVEIRA BONIFACIO;MARIZIA BONIFACIO;Deputado Distrital;90069;PROS;Aguardando julgamento;PROS
Concorrendo;MARLENE DAMAZIO PAULINO;MARLENE DAMAZIO;Deputado Distrital;43017;PV;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;MARLI LOURDES DA SILVA CAMPOS;MARLI CAMPOS;Deputado Distrital;15600;MDB;Aguardando julgamento;MDB
Concorrendo;MARLON ANDERSON COSTA;MARLON COSTA;Deputado Distrital;40105;PSB;Aguardando julgamento;PSB
Concorrendo;RAIMUNDO RIBEIRO CAMPOS;MARRETA;Deputado Distrital;31159;PHS;Aguardando julgamento;PHS
Concorrendo;MARTA CLERIA LIMA;"MARTA LIMA ";Deputado Distrital;18100;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;MARCOS MARTINS MACHADO;MARTINS MACHADO;Deputado Distrital;10123;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;MARYLIA TAVARES DA SILVA;MARYLIA TAVARES;Deputado Distrital;33030;PMN;Aguardando julgamento;mobilizar pra mudar
Concorrendo;MATHEUS FELIPE LOPES FERREIRA;MATHEUS LOPES;Deputado Distrital;17111;PSL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;MARIO MENDES DO PRADO;MAURÃO;Deputado Distrital;65655;PC do B;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;MAURO EVANGELISTA ESTEVES DUARTE;MAURO EVANGELISTA;Deputado Distrital;12458;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;MAURO PORTO;MAURO PORTO;Deputado Distrital;30003;NOVO;Aguardando julgamento;NOVO
Concorrendo;MAX MACIEL CAVALCANTI;MAX MACIEL;Deputado Distrital;50100;PSOL;Aguardando julgamento;ELAS POR NÓS: SEM MEDO DE MUDAR O DF
Concorrendo;MAYK ARAÚJO LOPES;MAYK MONTALVÃO;Deputado Distrital;36180;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;LUCIOMAR VENTURA DA SILVA;MAZINHO VENTURA;Deputado Distrital;14074;PTB;Aguardando julgamento;PTB
Concorrendo;VALERIA MARIA DE SANTANA;MC BANDIDA;Deputado Distrital;70369;AVANTE;Aguardando julgamento;AVANTE
Concorrendo;ELAINE MOURÃO FERNANDES;MC LANA;Deputado Distrital;35777;PMB;Aguardando julgamento;RENOVA DF
Concorrendo;MESAQUE DO NASCIMENTO BARBOSA;MESAQUE;Deputado Distrital;20020;PSC;Aguardando julgamento;PSC
Concorrendo;MICHAEL DE MATOS LEAL;MICHAEL LEAL;Deputado Distrital;18222;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;MICHEL PLATINI GOMES FERNANDES;MICHEL PLATINI;Deputado Distrital;13313;PT;Aguardando julgamento;PT
Concorrendo;EMILINE NASCIMENTO DE OLIVEIRA MUNIZ;MILENE DA CEILÂDIA;Deputado Distrital;70033;AVANTE;Deferido;AVANTE
Concorrendo;MIRIAN DUTRA DA SILVA;MIRIAN DUTRA;Deputado Distrital;36936;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;ARTEMISA ALVES MARTINS RIBEIRO;MISA MORENA;Deputado Distrital;35322;PMB;Aguardando julgamento;RENOVA DF
Concorrendo;LUIZ CARLOS DOS SANTOS;MISSIONARIO CARLOS;Deputado Distrital;22354;PR;Aguardando julgamento;PR
Concorrendo;MOISES JOSE MARQUES;MOISES MARQUES;Deputado Distrital;12456;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;MÔNICA DA SILVA ALVARES;MÔNICA ALVARES;Deputado Distrital;45352;PSDB;Aguardando julgamento;TODOS PELO DF
Concorrendo;MÔNICA DE MENEZES DE ASSIS;MONICA D' AIDÊ;Deputado Distrital;20211;PSC;Aguardando julgamento;PSC
Concorrendo;MÔNICA CAMPOS DA NÓBREGA;MÔNICA NÓBREGA;Deputado Distrital;40000;PSB;Aguardando julgamento;PSB
Concorrendo;LOURIVAL MOREIRA DA SILVA;MOREIRA;Deputado Distrital;14003;PTB;Aguardando julgamento;PTB
Concorrendo;MARIA DE JESUS SOEIRO MOTA;NADIR BALEIRA;Deputado Distrital;43062;PV;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;NÁGELA MARIA GONÇALVES DOS SANTOS;NÁGELA MARIA;Deputado Distrital;45600;PSDB;Aguardando julgamento;TODOS PELO DF
Concorrendo;NAIR QUEIROZ BLAIR;NAIR;Deputado Distrital;20999;PSC;Aguardando julgamento;PSC
Concorrendo;NAJH YUSUF SALEH AHMAD;NAJH;Deputado Distrital;10222;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;VANILDA NATALIA DO NASCIMENTO;NATÁLIA MAZZOLI;Deputado Distrital;19555;PODE;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;ERNATAN BENEVIDES OLIVEIRA JUNIOR;NATAN;Deputado Distrital;31333;PHS;Aguardando julgamento;PHS
Concorrendo;NATANAEL SAULO DA SILVA PEREIRA;NATANAEL SAULO;Deputado Distrital;18444;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;NAYRA RAMOS DA SILVA;NAYRA RAMOS;Deputado Distrital;12180;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;LEILA REGINA LOPES;NEGALAIZE;Deputado Distrital;13369;PT;Aguardando julgamento;PT
Concorrendo;EMILIANO CALDEIRA DA SILVA;NEGÃO DO PARANOÁ;Deputado Distrital;54051;PPL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;WAGNER PEREIRA DE LIMA;NEGUIN;Deputado Distrital;12121;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;VALDINEIA CASTRO MIRANDA DE AMORIM;NEIA AMORIM;Deputado Distrital;40222;PSB;Aguardando julgamento;PSB
Concorrendo;NEIDE ARAUJO NEIVA;NEIDE NEIVA;Deputado Distrital;11113;PP;Aguardando julgamento;PP
Concorrendo;NÉLIO DOMINGUES;NÉLIO DOMINGUES;Deputado Distrital;30061;NOVO;Aguardando julgamento;NOVO
Concorrendo;NERLY FRANCISCA DE LIMA;NERLY LIMA;Deputado Distrital;23230;PPS;Aguardando julgamento;PPS
Concorrendo;NERY MOREIRA DA SILVA;NERY DO BRASIL;Deputado Distrital;70123;AVANTE;Deferido;AVANTE
Concorrendo;ANTONIO CUSTÓDIO NETO;"NETO NOROESTE ";Deputado Distrital;23001;PPS;Aguardando julgamento;PPS
Concorrendo;RAIMUNDO VITORINO DA SILVA FILHO;NETO TO CONTIGO;Deputado Distrital;90101;PROS;Aguardando julgamento;PROS
Concorrendo;NEUSA BARBOSA DOS SANTOS;NEUSA BARBOSA;Deputado Distrital;22002;PR;Aguardando julgamento;PR
Concorrendo;NEVITON FERREIRA;NEVITON MONOVIM;Deputado Distrital;20600;PSC;Aguardando julgamento;PSC
Concorrendo;NICANOR FERREIRA DOS SANTOS;NICANOR FERREIRA;Deputado Distrital;22552;PR;Aguardando julgamento;PR
Concorrendo;NILDO NAVES DE OLIVEIRA;NILDO NAVES;Deputado Distrital;44033;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;NILO ARTHUR ERICSEN FERREIRA;NILO ARTHUR;Deputado Distrital;23007;PPS;Aguardando julgamento;PPS
Concorrendo;NILSON DA SILVA FARIAS;NILSON DA FEMEI;Deputado Distrital;90099;PROS;Aguardando julgamento;PROS
Concorrendo;NILZA SOARES GOMES;NILZA GOMES;Deputado Distrital;33444;PMN;Aguardando julgamento;mobilizar pra mudar
Concorrendo;NOEMI ALVES BARUZZI;NOEMI BARUZZI;Deputado Distrital;45045;PSDB;Aguardando julgamento;TODOS PELO DF
Concorrendo;NUBIA LIMA DE SOUZA;NÚBIA LIMA;Deputado Distrital;44593;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;JOSE FERREIRA DE SOUSA FILHO;O FISCAL DE BRASÍLIA;Deputado Distrital;45789;PSDB;Aguardando julgamento;TODOS PELO DF
Concorrendo;ADAO FRANCISCO ITACARAMBY;O PAPAI CHEGOU;Deputado Distrital;25025;DEM;Aguardando julgamento;TODOS PELO DF
Concorrendo;OSEIAS RIBEIRO DE SOUZA;OSÉIAS RIBEIRO;Deputado Distrital;31031;PHS;Aguardando julgamento;PHS
Concorrendo;OSVALDO RODRIGUES DOS SANTOS;OSVALDO RODRIGUES;Deputado Distrital;23465;PPS;Aguardando julgamento;PPS
Concorrendo;OSVANILDO LOURENSO DA SILVA;OSVANILDO LOURENSO;Deputado Distrital;13443;PT;Aguardando julgamento;PT
Concorrendo;OZIEL LOURENCO DA PAZ;OZIEL PAZ;Deputado Distrital;19007;PODE;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;PABLO DE SOUSA VALENTE LIMA;PABLO VALENTE;Deputado Distrital;11456;PP;Aguardando julgamento;PP
Concorrendo;RAIMUNDO RESENDE DO NASCIMENTO;PAI RESENDE;Deputado Distrital;54113;PPL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;RUMALDO RIBEIRO DE SOUZA FILHO;PALHAÇO LAMBY SAL;Deputado Distrital;33000;PMN;Aguardando julgamento;mobilizar pra mudar
Concorrendo;MARIA TRINDADE BRAGA SOARES;PASTORA MARIA TRINDADE;Deputado Distrital;20218;PSC;Aguardando julgamento;PSC
Concorrendo;ROSIMAR DE JESUS DUTRA;PASTORA ROSE;Deputado Distrital;31777;PHS;Aguardando julgamento;PHS
Concorrendo;WALDICEIA DE MORAES TEIXEIRA DA SILVA;PASTORA WALL;Deputado Distrital;13777;PT;Aguardando julgamento;PT
Concorrendo;JOSE BERNARDO DA SILVA;PASTOR BERNARDO;Deputado Distrital;54789;PPL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;DANIEL DE CASTRO SOUSA;PASTOR DANIEL DE CASTRO;Deputado Distrital;20123;PSC;Aguardando julgamento;PSC
Concorrendo;JOSE NETO FIGUEIREDO PARANAGUA;PASTOR FIGUEIREDO PARANAGUÁ;Deputado Distrital;45133;PSDB;Aguardando julgamento;TODOS PELO DF
Concorrendo;JOAO PAULO BARBOSA DE FARIAS;PASTOR JOÃO PAULO;Deputado Distrital;11321;PP;Aguardando julgamento;PP
Concorrendo;ANTONIO PEREIRA DE SOUSA;PASTOR JORGE BOMBEIRO;Deputado Distrital;22125;PR;Aguardando julgamento;PR
Concorrendo;PATRICIA CARLOS DOS SANTOS;"PATRICIA AMADA ";Deputado Distrital;30800;NOVO;Aguardando julgamento;NOVO
Concorrendo;PATRÍCIA GUIMARÃES GARCÊS;PATRÍCIA GUIMARÃES;Deputado Distrital;12333;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;SIDNEY DA SILVA PATRÍCIO;PATRÍCIO;Deputado Distrital;12190;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;PAULA FRANCINETE ALVES;PAULA;Deputado Distrital;70032;AVANTE;Deferido;AVANTE
Concorrendo;ANA PAULA AGUIAR DE SOUSA;PAULA AIK;Deputado Distrital;44179;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;ANA PAULA BENETE CROZUÉ;PAULA BENETT;Deputado Distrital;40007;PSB;Aguardando julgamento;PSB
Concorrendo;PAULO AUGUSTO CARDOSO CAVALCANTE;PAULINHO CARDOSO;Deputado Distrital;17467;PSL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;PAULO HENRIQUE DO REGO BANDEIRA;PAULINHO MADRUGADA;Deputado Distrital;44077;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;PAULO ANDRADE DA SILVA;PAULO ALEGRIA;Deputado Distrital;31110;PHS;Aguardando julgamento;PHS
Concorrendo;PAULO AUGUSTO ASSENCO DE OLIVEIRA;PAULO BODÃO;Deputado Distrital;55777;PSD;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;PAULO ROBERTO CORREA;PAULO CORRÊA;Deputado Distrital;15888;MDB;Aguardando julgamento;MDB
Concorrendo;PAULO GONÇALVES COSTA;PAULO COSTA - PC;Deputado Distrital;18180;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;PAULO LEONARDO MOREIRA MARTINS;PAULO MARTINS;Deputado Distrital;44455;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;PAULO FERNANDO CARNEIRO MONTEIRO;PAULO MONTEIRO;Deputado Distrital;14333;PTB;Aguardando julgamento;PTB
Concorrendo;PAULO DE SOUSA MOURA;PAULO MOURA;Deputado Distrital;20111;PSC;Aguardando julgamento;PSC
Concorrendo;PAULO AFONSO RODRIGUES;PAULO PITOMBEIRA;Deputado Distrital;35999;PMB;Aguardando julgamento;RENOVA DF
Concorrendo;PAULO HENRIQUE MAGALHAES POLI;PAULO POLI;Deputado Distrital;14777;PTB;Aguardando julgamento;PTB
Concorrendo;PAULO RENATO TEIXEIRA;PAULO RENATO;Deputado Distrital;35444;PMB;Aguardando julgamento;RENOVA DF
Concorrendo;PAULO ROBERTO BORGES;PAULO ROBERTO;Deputado Distrital;10777;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;PAULO THIAGO ALENCAR ANTUNES;PAULO THIAGO CAVEIRA;Deputado Distrital;36055;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;PAULO ROBERTO MIRANDA TORRES;PAULO TORRES;Deputado Distrital;20100;PSC;Aguardando julgamento;PSC
Concorrendo;FABIANA ARANTES DE ARAÚJO MENDES;PEDIATRA FABIANA;Deputado Distrital;23100;PPS;Aguardando julgamento;PPS
Concorrendo;PEDRO JAKSON ABREU DA SILVA;PEDRÃO;Deputado Distrital;23015;PPS;Aguardando julgamento;PPS
Concorrendo;PEDRO BARROS COSTA;PEDRO BARROS;Deputado Distrital;11555;PP;Aguardando julgamento;PP
Concorrendo;PEDRO IVO SANTANA BORGES DE LIMA;PEDRO IVO;Deputado Distrital;23023;PPS;Aguardando julgamento;PPS
Concorrendo;PEDRO LUIZ DIAS LEITE;PEDRO LEITE;Deputado Distrital;19020;PODE;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;PEDRO PAULO ARAUJO MOREIRA;PEDRO PAULO DO NOVO;Deputado Distrital;30222;NOVO;Aguardando julgamento;NOVO
Concorrendo;PEDRO ALEGAR DA SILVA;PEDRO SILVA;Deputado Distrital;20500;PSC;Aguardando julgamento;PSC
Concorrendo;WALDEMIRO LIVINGSTON DE SOUZA;PEIXE;Deputado Distrital;20011;PSC;Aguardando julgamento;PSC
Concorrendo;PEDRO PAULO DE OLIVEIRA;PEPA;Deputado Distrital;20120;PSC;Aguardando julgamento;PSC
Concorrendo;LUCIO VARLONE PEREIRA DE SA;PEREIRA;Deputado Distrital;35555;PMB;Aguardando julgamento;RENOVA DF
Concorrendo;CREUZENIR MAGALHÃES DA COSTA GONÇALVES;PETRA MAGALHÃES;Deputado Distrital;29129;PCO;Aguardando julgamento;PCO
Concorrendo;PAULO HENRIQUE DE SOUSA;PH PAULO HENRIQUE;Deputado Distrital;36373;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;HILARIO JONAS DOS SANTOS;PIRIGOSO;Deputado Distrital;77070;SOLIDARIEDADE;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;ROBERTO POLICARPO FAGUNDES;POLICARPO;Deputado Distrital;13222;PT;Aguardando julgamento;PT
Concorrendo;JOSÉ FERNANDO HONORATO DE AZEVEDO;POLICIAL FEDERAL HONORATO;Deputado Distrital;44038;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;JOSE CARLOS SANTIAGO GUIMARAES;POLICIAL FEDERAL SANTIAGO;Deputado Distrital;36100;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;ALESSANDRO MARTINS ALVES;PR. ALESSANDRO MARTINS;Deputado Distrital;90121;PROS;Aguardando julgamento;PROS
Concorrendo;GLEIDE MARA DE SOUSA;PROESSORA GLEIDE;Deputado Distrital;31321;PHS;Aguardando julgamento;PHS
Concorrendo;ADEMILSON PEIXOTO SOARES;PROF ADEMILSOM;Deputado Distrital;33133;PMN;Aguardando julgamento;mobilizar pra mudar
Concorrendo;AUGUSTO CESAR DA SILVA FREIRE;PROF AUGUSTO FREIRE;Deputado Distrital;17456;PSL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;DIEGO RODRIGUES MATOS;PROF. DIEGO MATOS DA FERCAL;Deputado Distrital;70678;AVANTE;Deferido;AVANTE
Concorrendo;CLAUDIO AARON RIBEIRO;PROFESSOR AARON;Deputado Distrital;23000;PPS;Aguardando julgamento;PPS
Concorrendo;CLAUDIA SOUSA COSTA;PROFESSORA CLÁUDIA COSTA;Deputado Distrital;11114;PP;Aguardando julgamento;PP
Concorrendo;ADIMÁRIO TEODORO DA SILVA LEITE DE FARIA;PROFESSOR ADIMÁRIO TEODORO;Deputado Distrital;10011;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;MARIA EMILIA BASTOS STENZEL;PROFESSORA EMILIA STENZEL;Deputado Distrital;43111;PV;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;ETEL NÚCIA OLIVEIRA MONTEIRO;PROFESSORA ETEL;Deputado Distrital;40200;PSB;Aguardando julgamento;PSB
Concorrendo;FRANCISMAR MOREIRA DE FIGUEIREDO LIMA;PROFESSORA FRANCIS;Deputado Distrital;40777;PSB;Aguardando julgamento;PSB
Concorrendo;MARIA DE FATIMA PEREIRA DA SILVA GODOI;PROFESSORA GODOI;Deputado Distrital;90180;PROS;Aguardando julgamento;PROS
Concorrendo;HELCIMAR EVANGELISTA DA SILVA;PROFESSORA HELCIMAR;Deputado Distrital;45001;PSDB;Aguardando julgamento;TODOS PELO DF
Concorrendo;JOSE AILTON FERREIRA DE OLIVEIRA;PROFESSOR AILTON;Deputado Distrital;20900;PSC;Aguardando julgamento;PSC
Concorrendo;JACIRA SIQUEIRA SILVA;PROFESSORA JACIRA;Deputado Distrital;14555;PTB;Aguardando julgamento;PTB
Concorrendo;LUCIA DE FATIMA FELIX DA SILVA;PROFESSORA LUCIA;Deputado Distrital;17234;PSL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;MARIA ANTÔNIA RODRIGUES MAGALHÃES;PROFESSORA MARIA ANTÔNIA;Deputado Distrital;77777;SOLIDARIEDADE;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;ÂNGELO ZANOLLY BATISTA RABELO;PROFESSOR ÂNGELO ZANOLLY;Deputado Distrital;31111;PHS;Aguardando julgamento;PHS
Concorrendo;SIHAMI JABER MUDARRA;PROFESSORA SIHAMI;Deputado Distrital;14001;PTB;Aguardando julgamento;PTB
Concorrendo;WALDETE RODRIGUES DE SOUSA;PROFESSORA WALDETE;Deputado Distrital;51222;PATRI;Aguardando julgamento;RENOVA DF
Concorrendo;ANTÔNIO CARLOS PEREIRA DE ARRUDA;PROFESSOR CARLOS ARRUDA;Deputado Distrital;19061;PODE;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;CELSO ANTÔNIO PEREIRA DA SILVA;PROFESSOR CELSO;Deputado Distrital;40153;PSB;Aguardando julgamento;PSB
Concorrendo;DANIEL SILVA DE ARAUJO;PROFESSOR DANIEL ARAÚJO;Deputado Distrital;11117;PP;Aguardando julgamento;PP
Concorrendo;DANIEL DAMASCENO CREPALDI;PROFESSOR DANIEL CREPALDI;Deputado Distrital;10000;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;DAVI MOREIRA DOS SANTOS;PROFESSOR DAVI MOREIRA;Deputado Distrital;90156;PROS;Aguardando julgamento;PROS
Concorrendo;EDGARD ROGERIO DE SIQUEIRA VASCONCELOS;PROFESSOR EDGARD;Deputado Distrital;20456;PSC;Aguardando julgamento;PSC
Concorrendo;EDUARDO REZENDE DE CARVALHO;PROFESSOR EDUARDO REZENDE;Deputado Distrital;11789;PP;Aguardando julgamento;PP
Concorrendo;ELIAS SILVA ARAUJO;PROFESSOR ELIAS;Deputado Distrital;65222;PC do B;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;ELUIDES AGAPITO MOREIRA;PROFESSOR ELUÍDES AGAPITO;Deputado Distrital;11204;PP;Aguardando julgamento;PP
Concorrendo;FABIO LETICIO OLIVEIRA DE SOUZA;PROFESSOR FABIO LETICIO;Deputado Distrital;11109;PP;Aguardando julgamento;PP
Concorrendo;FABIO PEREIRA DE SOUSA;PROFESSOR FÁBIO SOUSA;Deputado Distrital;12156;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;RODRIGO FRANCELINO ALVES;PROFESSOR FRANCELINO;Deputado Distrital;43123;PV;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;GLAUCO DE SILVA E SILVA;PROFESSOR GLAUCO;Deputado Distrital;13113;PT;Aguardando julgamento;PT
Concorrendo;HERCULES GOMES RIBEIRO;PROFESSOR HÉRCULES;Deputado Distrital;11111;PP;Aguardando julgamento;PP
Concorrendo;HÉRCULES CEZÁRIO DA SILVA DO NASCIMENTO;PROFESSOR HERCULES  CEZAR;Deputado Distrital;14567;PTB;Aguardando julgamento;PTB
Concorrendo;INALDO DO NASCIMENTO;PROFESSOR INALDO DO NASCIMENTO;Deputado Distrital;44666;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;IVAN CANDIDO DE MORAES;PROFESSOR IVAN MORAES;Deputado Distrital;27777;DC;Aguardando julgamento;TODOS PELO DF
Concorrendo;JORDENES FERREIRA DA SILVA;PROFESSOR JORDENES;Deputado Distrital;14456;PTB;Aguardando julgamento;PTB
Concorrendo;ADIMILSON DA ROSA BRITES;PROFESSOR JUQUINHA;Deputado Distrital;10033;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;LEONARDO MIRANDA DE CASTRO;PROFESSOR LEONARDO MIRANDA;Deputado Distrital;51234;PATRI;Aguardando julgamento;RENOVA DF
Concorrendo;MANOEL MORAIS DE OLIVEIRA NETO ALEXANDRE;PROFESSOR MANOEL MORAIS;Deputado Distrital;23500;PPS;Aguardando julgamento;PPS
Concorrendo;ORLANDO SALES DE OLIVEIRA JUNIOR;PROFESSOR ORLANDO JÚNIOR;Deputado Distrital;11911;PP;Aguardando julgamento;PP
Concorrendo;LEONARDO LUIS DE FREITAS PEDRON;PROFESSOR PEDRON;Deputado Distrital;77543;SOLIDARIEDADE;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;RAUL RODRIGUES DOS SANTOS;PROFESSOR RAUL;Deputado Distrital;44123;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;REGINALDO VERAS COELHO;PROFESSOR REGINALDO VERAS;Deputado Distrital;12345;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;ROBERT JOSE MIRANDA LIMA;PROFESSOR ROBERT;Deputado Distrital;27444;DC;Aguardando julgamento;TODOS PELO DF
Concorrendo;ROBINSON NOGUEIRA BARROSO PAIS;PROFESSOR ROBINSON PAIS;Deputado Distrital;45000;PSDB;Aguardando julgamento;TODOS PELO DF
Concorrendo;RODRIGO BENTO DOS SANTOS;PROFESSOR RODRIGÃO;Deputado Distrital;51000;PATRI;Aguardando julgamento;RENOVA DF
